Hours_Studied,CGPA,Extracurricular_Activities,Sleep_Hours,Sample_Question_Papers_Practiced,Performance_Index
2,5.7,No,9,6,35.0
1,8.8,No,9,8,65.0
3,4.7,Yes,4,5,28.0
5,9.7,No,8,0,82.0
1,5.4,Yes,7,7,29.0
3,8.0,Yes,9,1,62.0
3,5.6,Yes,5,8,35.0
5,6.2,Yes,5,6,51.0
3,4.1,No,9,6,22.0
9,4.5,No,4,9,42.0
1,6.8,No,5,9,45.0
4,6.6,Yes,5,4,48.0
4,7.6,Yes,4,7,61.0
1,8.8,Yes,4,9,59.0
2,7.3,No,4,0,50.0
1,5.7,No,7,2,33.0
6,8.1,No,4,8,65.0
3,4.9,Yes,4,0,26.0
7,7.7,Yes,4,7,69.0
5,9.8,No,9,5,87.0
9,8.3,Yes,8,9,85.0
7,5.6,Yes,9,4,46.0
4,9.8,No,8,5,82.0
5,5.2,Yes,7,4,36.0
5,9.1,Yes,7,8,77.0
5,9.9,No,5,1,85.0
9,8.7,Yes,9,9,85.0
3,8.1,Yes,8,5,62.0
6,6.6,Yes,7,3,54.0
8,9.2,Yes,7,2,89.0
9,4.1,No,9,4,35.0
7,7.3,No,5,1,65.0
3,7.0,Yes,4,2,52.0
1,6.2,No,6,6,37.0
4,4.6,No,5,0,27.0
6,7.7,No,6,1,60.0
3,7.2,Yes,5,2,52.0
1,5.1,Yes,5,9,28.0
6,8.4,No,4,6,72.0
1,5.1,No,7,3,23.0
9,5.8,No,8,7,59.0
1,4.8,No,5,7,20.0
6,4.9,Yes,4,0,38.0
1,5.6,No,6,4,31.0
7,8.9,Yes,9,0,81.0
3,7.9,Yes,9,6,66.0
6,7.8,Yes,7,3,68.0
7,8.0,Yes,9,7,75.0
1,4.9,Yes,5,7,24.0
1,5.1,Yes,6,8,26.0
5,5.4,Yes,5,5,39.0
6,7.0,No,9,6,61.0
9,5.4,Yes,8,6,52.0
1,6.7,No,9,4,38.0
4,4.3,No,8,6,25.0
8,7.5,No,9,8,73.0
9,9.4,No,7,3,93.0
3,4.0,No,6,1,16.0
2,9.7,Yes,8,7,75.0
4,8.3,Yes,4,6,64.0
2,9.6,No,7,5,77.0
1,7.3,No,5,6,44.0
3,8.6,No,9,2,66.0
7,5.6,Yes,6,5,48.0
1,7.8,No,6,9,50.0
2,7.7,Yes,9,6,56.0
1,8.3,Yes,4,6,55.0
8,9.0,No,8,4,83.0
5,7.2,Yes,9,2,58.0
8,9.9,Yes,6,1,93.0
3,6.0,Yes,4,6,38.0
7,6.5,No,4,3,55.0
8,8.5,No,5,1,80.0
6,7.5,No,4,7,64.0
7,4.4,No,7,1,37.0
2,7.2,No,6,5,49.0
8,4.0,No,7,3,33.0
5,9.2,No,4,8,78.0
7,4.5,No,4,4,31.0
1,7.6,Yes,7,3,53.0
5,4.1,No,5,7,25.0
1,9.6,Yes,4,2,69.0
8,9.2,Yes,7,8,89.0
4,9.8,No,7,7,80.0
4,9.8,Yes,6,7,80.0
2,4.4,Yes,5,9,22.0
5,6.5,No,8,4,52.0
1,8.0,Yes,7,0,59.0
9,9.0,No,6,9,88.0
5,9.2,Yes,8,8,81.0
6,8.6,Yes,6,1,79.0
2,5.2,No,6,0,28.0
1,5.1,Yes,9,5,28.0
4,4.4,Yes,5,0,19.0
7,4.1,No,4,9,31.0
6,9.8,No,5,9,87.0
1,4.3,Yes,8,9,17.0
1,9.8,Yes,9,6,75.0
8,6.6,No,5,6,61.0
4,8.9,Yes,4,0,72.0
5,9.2,No,5,9,78.0
7,4.9,No,5,4,36.0
8,5.2,No,5,2,45.0
7,8.3,Yes,7,1,74.0
2,4.1,Yes,7,4,17.0
4,6.5,Yes,5,4,47.0
1,5.4,No,4,1,25.0
9,8.5,Yes,4,5,81.0
3,9.6,No,4,6,74.0
3,4.9,Yes,4,0,30.0
9,6.1,No,9,2,59.0
3,7.9,No,9,3,60.0
8,6.4,Yes,6,1,58.0
2,5.4,No,5,9,28.0
3,5.2,Yes,5,4,33.0
2,4.7,Yes,6,3,30.0
1,6.0,Yes,4,1,31.0
2,6.0,Yes,8,0,36.0
8,6.1,Yes,8,7,56.0
9,8.5,No,6,1,82.0
2,7.2,Yes,8,3,50.0
7,8.4,No,7,9,76.0
5,6.6,Yes,5,4,52.0
3,7.9,No,8,1,60.0
9,8.9,No,9,9,91.0
6,6.1,Yes,9,8,52.0
1,6.9,No,7,1,43.0
5,4.8,Yes,5,5,32.0
7,8.4,Yes,7,6,77.0
4,7.4,Yes,5,5,55.0
8,5.7,No,5,3,52.0
5,8.1,No,8,0,68.0
9,4.4,No,9,1,41.0
9,6.6,No,6,9,63.0
9,9.6,Yes,8,9,99.0
1,4.5,Yes,4,5,17.0
2,7.1,No,7,7,47.0
3,4.7,No,4,2,24.0
4,9.5,Yes,5,6,80.0
9,7.8,No,8,8,79.0
6,6.0,Yes,4,3,49.0
1,5.7,No,4,6,27.0
9,5.3,No,9,6,51.0
6,5.4,No,4,9,41.0
4,8.1,Yes,9,8,67.0
4,6.5,Yes,9,2,48.0
3,9.2,No,5,0,72.0
7,8.3,No,9,7,75.0
3,7.1,No,5,3,48.0
2,7.8,No,9,1,58.0
8,6.7,No,9,4,62.0
4,9.9,No,5,3,83.0
8,7.8,No,4,0,68.0
1,8.2,No,7,6,55.0
5,7.1,Yes,8,3,55.0
9,5.2,Yes,8,7,49.0
1,5.4,Yes,5,8,27.0
4,5.7,Yes,4,7,38.0
6,7.8,No,7,0,66.0
8,4.5,Yes,6,7,37.0
3,9.4,Yes,5,4,72.0
5,5.0,No,6,0,34.0
7,7.1,Yes,8,8,68.0
1,7.9,Yes,8,8,56.0
7,5.9,Yes,7,6,52.0
8,7.2,Yes,7,6,67.0
8,7.9,Yes,6,0,69.0
9,4.7,No,8,8,45.0
6,9.0,No,7,0,76.0
6,7.4,No,7,6,65.0
2,4.4,Yes,8,8,26.0
3,7.4,Yes,8,8,54.0
4,8.6,Yes,4,4,68.0
4,5.3,No,9,5,34.0
8,6.0,Yes,7,1,56.0
1,8.6,Yes,6,1,63.0
4,6.3,Yes,5,9,47.0
4,5.6,Yes,5,8,40.0
1,5.7,No,8,0,31.0
3,7.3,No,9,9,56.0
5,5.1,Yes,6,4,36.0
6,5.5,No,4,6,41.0
9,4.3,No,7,9,43.0
9,6.4,No,4,5,61.0
9,7.3,Yes,6,5,69.0
1,6.7,No,4,5,44.0
9,8.5,No,8,7,82.0
8,5.0,Yes,5,6,48.0
2,5.2,No,8,4,27.0
1,7.0,No,7,9,45.0
1,9.9,No,8,1,75.0
6,6.4,Yes,6,9,54.0
9,7.8,Yes,6,5,76.0
7,4.9,No,7,9,44.0
5,6.3,Yes,7,4,50.0
2,4.0,Yes,5,3,17.0
1,9.2,Yes,4,9,66.0
2,6.4,No,5,4,42.0
1,6.7,No,8,8,42.0
3,7.5,Yes,4,1,56.0
6,5.7,No,7,5,48.0
8,4.5,Yes,6,8,40.0
3,4.1,Yes,8,9,24.0
9,4.2,No,5,4,38.0
5,8.5,Yes,9,5,73.0
7,4.7,Yes,9,9,40.0
8,7.0,Yes,7,3,62.0
3,8.7,Yes,4,4,65.0
2,5.8,No,9,7,37.0
2,8.9,Yes,4,0,68.0
5,4.5,No,6,0,30.0
1,5.3,Yes,7,9,31.0
2,4.2,No,7,3,15.0
9,8.7,Yes,8,9,89.0
7,4.0,Yes,8,2,33.0
6,8.3,No,4,4,72.0
9,6.9,No,9,9,64.0
7,8.5,Yes,9,7,78.0
5,5.8,Yes,5,0,40.0
9,9.3,Yes,4,4,91.0
6,5.8,Yes,9,4,49.0
6,4.8,Yes,8,1,38.0
4,4.6,No,8,4,28.0
1,8.5,No,8,7,62.0
5,7.6,Yes,4,9,62.0
9,8.9,No,7,6,89.0
8,8.0,No,5,1,74.0
8,9.2,Yes,5,5,85.0
5,4.6,No,8,9,33.0
9,4.8,Yes,6,0,41.0
3,4.3,No,4,9,24.0
3,6.4,No,9,9,47.0
1,8.8,No,9,2,65.0
9,5.1,No,7,5,50.0
6,4.5,No,8,8,35.0
2,5.7,Yes,6,0,30.0
8,7.9,No,8,5,76.0
9,6.0,Yes,6,1,55.0
9,5.4,No,5,8,49.0
2,4.2,No,6,1,19.0
2,4.1,No,5,2,15.0
7,9.5,Yes,5,1,86.0
4,9.4,No,4,3,77.0
1,8.0,No,6,3,55.0
8,7.9,Yes,7,9,77.0
2,9.8,Yes,7,0,74.0
3,4.3,Yes,6,7,23.0
5,7.1,No,4,4,56.0
3,4.1,No,7,7,18.0
7,8.5,No,8,5,76.0
7,6.8,No,7,1,57.0
2,4.1,Yes,4,6,13.0
7,7.3,Yes,5,9,64.0
6,6.6,No,5,8,54.0
9,9.9,Yes,5,6,97.0
9,9.3,Yes,4,4,89.0
2,7.8,Yes,5,3,53.0
7,8.3,No,5,7,74.0
5,7.7,Yes,4,5,61.0
6,5.7,No,8,4,41.0
1,7.5,No,7,6,48.0
7,5.8,No,4,2,48.0
6,6.6,Yes,4,8,54.0
4,8.4,Yes,6,3,67.0
1,5.9,Yes,5,3,34.0
9,6.0,Yes,9,7,60.0
4,6.2,No,8,5,46.0
2,6.9,No,9,0,45.0
8,6.4,No,6,1,56.0
2,7.0,Yes,8,8,49.0
5,6.6,Yes,5,5,49.0
6,7.3,Yes,9,6,65.0
8,4.7,No,5,8,39.0
1,5.8,No,5,2,33.0
1,8.0,Yes,7,4,55.0
4,6.5,No,8,4,50.0
5,6.7,No,8,9,52.0
9,4.3,Yes,6,6,43.0
7,7.0,Yes,4,1,58.0
7,5.5,No,5,3,45.0
8,9.0,Yes,5,3,81.0
5,4.9,No,9,7,36.0
5,7.7,Yes,6,9,64.0
1,8.7,No,8,2,57.0
9,4.9,Yes,7,1,46.0
6,8.4,Yes,8,8,76.0
9,4.8,Yes,7,3,43.0
3,7.8,No,7,8,58.0
5,7.5,No,8,5,61.0
2,9.0,Yes,9,0,72.0
5,9.7,No,5,2,82.0
8,7.5,No,7,6,69.0
2,5.8,Yes,9,8,35.0
8,9.9,Yes,6,7,91.0
4,5.8,Yes,6,4,40.0
1,5.1,No,7,7,26.0
5,5.2,Yes,5,1,34.0
1,6.4,No,7,2,35.0
7,7.5,No,6,7,67.0
8,6.4,No,6,8,60.0
3,6.7,Yes,8,9,48.0
3,8.1,Yes,5,7,62.0
7,9.2,No,8,3,84.0
4,7.8,No,9,5,67.0
3,6.9,Yes,9,4,50.0
8,4.4,Yes,9,3,42.0
3,5.6,Yes,4,8,37.0
7,5.7,Yes,9,9,50.0
2,8.2,Yes,7,2,61.0
1,8.6,Yes,8,0,61.0
6,6.0,Yes,9,6,48.0
8,6.1,Yes,5,9,56.0
1,7.8,Yes,9,7,54.0
9,8.9,No,7,2,86.0
3,9.7,Yes,7,2,77.0
3,9.6,Yes,7,5,77.0
4,4.5,No,7,1,25.0
1,8.9,Yes,7,5,67.0
9,5.5,Yes,5,4,51.0
3,4.1,No,4,6,20.0
4,9.0,Yes,6,8,74.0
1,4.0,No,4,8,12.0
4,9.6,No,6,0,78.0
1,6.9,Yes,8,6,48.0
5,9.7,No,7,2,79.0
5,8.2,No,8,3,66.0
7,9.1,No,8,1,82.0
8,7.6,No,6,0,67.0
4,8.7,Yes,5,9,75.0
7,6.2,No,7,2,52.0
4,4.0,No,9,9,25.0
3,5.8,Yes,8,8,39.0
6,8.5,No,4,0,66.0
4,4.2,Yes,7,2,24.0
3,4.1,No,5,4,17.0
9,9.5,Yes,7,2,93.0
5,7.6,No,9,3,62.0
7,5.6,Yes,9,3,47.0
6,6.7,No,8,0,55.0
5,5.7,Yes,4,5,41.0
7,7.2,Yes,8,6,67.0
6,5.4,Yes,5,6,43.0
2,6.1,Yes,6,5,42.0
3,8.0,Yes,9,6,64.0
2,6.6,No,4,2,42.0
3,9.4,No,9,4,77.0
1,7.6,Yes,5,6,52.0
8,7.1,Yes,5,9,62.0
6,9.9,No,9,4,90.0
2,8.4,No,8,9,60.0
8,5.8,Yes,9,1,49.0
6,6.7,No,8,5,54.0
7,6.7,Yes,9,6,61.0
1,9.5,Yes,8,1,67.0
7,4.9,Yes,6,9,42.0
3,5.9,No,7,7,43.0
8,6.4,Yes,7,4,58.0
6,6.0,No,8,7,50.0
4,5.3,No,8,2,34.0
8,6.1,No,6,1,51.0
9,9.2,No,7,6,89.0
2,6.5,Yes,6,4,41.0
6,8.3,Yes,5,4,70.0
5,5.0,No,9,7,35.0
5,9.4,Yes,7,8,79.0
3,4.6,No,8,7,26.0
8,5.6,Yes,4,9,46.0
8,5.7,Yes,5,1,51.0
5,4.6,Yes,9,9,30.0
8,9.5,Yes,4,6,88.0
8,5.9,Yes,6,4,55.0
3,7.7,Yes,9,6,60.0
2,5.0,No,6,2,26.0
9,8.3,Yes,6,3,85.0
2,9.7,Yes,8,6,76.0
9,5.5,Yes,6,1,53.0
4,9.0,No,4,1,70.0
2,9.4,Yes,5,0,64.0
1,6.6,Yes,8,0,41.0
4,9.0,Yes,5,0,73.0
9,5.0,No,6,5,47.0
9,5.5,Yes,7,4,49.0
4,6.2,No,9,9,53.0
9,9.9,No,8,7,95.0
6,9.8,Yes,6,4,87.0
1,5.1,Yes,8,0,26.0
6,9.8,No,7,7,89.0
9,7.9,No,4,5,73.0
2,4.2,Yes,4,7,19.0
6,4.1,Yes,9,1,33.0
2,9.9,No,4,9,75.0
4,7.7,No,7,7,59.0
8,8.7,No,5,5,79.0
7,9.1,No,7,0,82.0
9,6.3,Yes,7,0,58.0
7,6.8,No,6,9,61.0
1,8.6,Yes,4,4,59.0
2,8.5,No,8,6,63.0
6,7.3,No,9,3,60.0
7,5.9,Yes,5,9,55.0
3,5.7,Yes,8,4,38.0
9,5.3,Yes,6,9,49.0
7,5.7,Yes,6,2,48.0
6,4.1,No,5,1,24.0
6,4.0,Yes,8,1,27.0
1,5.9,Yes,5,4,34.0
5,7.3,Yes,5,3,59.0
3,8.0,No,4,1,60.0
7,8.0,No,8,4,75.0
3,8.7,Yes,4,9,67.0
5,5.0,No,4,8,36.0
7,6.6,No,9,7,60.0
3,6.2,Yes,4,8,43.0
2,7.7,No,7,8,52.0
6,8.3,Yes,6,7,73.0
8,4.2,Yes,6,8,36.0
4,5.1,Yes,7,3,37.0
9,6.9,No,5,7,66.0
8,7.0,Yes,8,1,64.0
7,6.2,No,8,8,54.0
7,4.0,No,8,8,31.0
3,8.0,No,4,2,59.0
6,5.9,No,8,5,49.0
5,9.3,Yes,8,6,80.0
1,4.5,Yes,8,2,19.0
3,5.0,No,6,4,27.0
1,7.4,Yes,7,0,51.0
4,4.3,No,9,2,25.0
3,6.8,No,5,7,48.0
4,9.8,Yes,7,2,82.0
9,4.9,No,8,7,47.0
3,9.0,Yes,5,8,70.0
6,6.8,No,5,5,57.0
6,7.7,No,7,6,69.0
7,4.0,No,7,5,32.0
9,7.9,No,7,7,78.0
7,4.7,Yes,9,6,41.0
1,9.6,No,7,9,72.0
8,7.7,No,9,0,71.0
5,5.6,Yes,4,2,44.0
9,5.8,No,6,2,57.0
5,7.2,No,9,2,57.0
5,5.4,No,6,3,41.0
2,8.4,No,8,0,62.0
3,7.0,No,4,1,48.0
9,6.0,No,5,4,59.0
7,4.2,Yes,7,5,34.0
1,4.1,No,8,8,17.0
3,7.4,Yes,5,1,54.0
2,8.0,No,6,8,55.0
1,9.8,Yes,5,6,73.0
9,5.5,Yes,7,8,50.0
8,9.5,Yes,7,3,91.0
5,8.4,Yes,9,6,73.0
2,9.0,No,9,0,70.0
1,9.8,No,6,7,74.0
7,8.9,No,7,6,86.0
2,6.0,Yes,4,6,34.0
1,5.1,Yes,8,1,25.0
2,6.7,Yes,6,9,47.0
7,5.1,Yes,6,8,45.0
7,7.2,Yes,5,7,62.0
6,5.9,Yes,6,0,49.0
5,7.9,Yes,8,0,62.0
3,8.8,No,4,4,65.0
3,6.0,Yes,5,1,40.0
9,9.9,No,8,0,97.0
4,9.1,No,9,9,79.0
9,9.3,Yes,6,7,93.0
4,7.8,Yes,7,3,60.0
2,8.0,Yes,9,1,61.0
4,8.8,Yes,7,4,73.0
6,9.8,No,8,5,89.0
6,8.1,Yes,4,7,71.0
5,7.5,No,7,6,61.0
1,6.1,Yes,8,6,39.0
3,6.5,No,5,0,44.0
5,4.6,No,6,2,32.0
6,4.6,No,4,2,35.0
1,4.7,No,4,6,20.0
9,6.5,No,5,1,62.0
3,6.3,Yes,4,9,42.0
3,6.3,Yes,8,6,43.0
2,7.9,Yes,4,8,56.0
8,8.7,No,4,0,79.0
3,5.1,Yes,4,1,30.0
6,8.6,No,8,5,73.0
2,4.7,No,9,1,25.0
7,9.3,Yes,6,1,84.0
4,4.8,No,7,4,27.0
9,4.2,Yes,9,6,41.0
9,9.3,No,4,3,92.0
7,6.0,Yes,5,5,53.0
8,7.0,No,5,2,63.0
3,8.7,Yes,8,3,67.0
5,8.6,Yes,6,3,74.0
2,6.3,No,4,3,37.0
7,4.3,No,8,0,33.0
8,5.9,No,7,3,58.0
9,5.5,Yes,6,3,55.0
7,4.9,Yes,6,5,40.0
8,8.2,No,8,8,79.0
9,6.5,Yes,9,9,68.0
6,6.8,Yes,5,5,57.0
2,4.4,No,9,5,20.0
2,5.0,Yes,6,6,28.0
4,6.8,Yes,5,6,50.0
9,8.4,Yes,6,0,80.0
7,5.4,No,6,7,44.0
2,4.5,Yes,6,0,19.0
8,8.7,No,7,8,81.0
7,5.4,Yes,5,3,46.0
9,8.2,Yes,7,8,83.0
8,5.9,Yes,5,7,58.0
3,7.3,Yes,7,8,53.0
1,9.9,Yes,7,5,73.0
2,9.9,No,7,8,79.0
2,4.1,Yes,8,3,15.0
4,8.3,Yes,7,2,62.0
6,5.5,Yes,9,2,46.0
4,5.8,Yes,9,7,41.0
9,7.3,No,6,1,68.0
4,8.8,Yes,4,5,72.0
6,5.3,Yes,7,8,43.0
6,6.3,Yes,4,8,51.0
1,6.7,Yes,4,7,38.0
8,8.7,No,6,7,80.0
3,7.1,No,4,0,48.0
6,7.6,Yes,4,6,63.0
3,4.9,Yes,9,0,31.0
2,8.8,Yes,4,8,66.0
5,8.4,Yes,5,2,69.0
1,8.7,Yes,7,0,62.0
9,4.8,No,7,7,49.0
7,6.3,No,4,6,54.0
3,7.5,Yes,6,1,57.0
4,9.5,Yes,5,6,77.0
6,6.8,Yes,6,4,56.0
3,9.9,No,6,6,79.0
7,6.8,Yes,4,9,60.0
6,9.7,Yes,8,6,88.0
9,8.7,No,4,1,83.0
5,6.2,No,9,1,43.0
4,6.6,Yes,8,6,48.0
3,7.0,Yes,5,2,50.0
1,8.2,Yes,8,3,61.0
3,4.6,Yes,4,6,24.0
3,8.8,No,4,1,71.0
7,9.3,No,6,1,81.0
7,8.4,Yes,4,8,76.0
1,4.3,No,9,0,17.0
3,5.3,Yes,4,2,30.0
8,8.1,No,7,9,78.0
9,8.1,Yes,7,3,78.0
7,4.9,Yes,6,4,37.0
7,9.8,No,8,2,86.0
8,8.3,No,8,8,77.0
6,7.3,No,7,4,63.0
3,6.5,No,9,6,46.0
1,6.2,No,5,6,38.0
7,4.8,Yes,9,8,41.0
1,7.6,Yes,7,1,51.0
1,4.7,No,9,2,24.0
9,9.2,Yes,5,3,88.0
7,5.3,Yes,8,7,50.0
4,4.6,Yes,7,0,30.0
6,4.6,Yes,4,8,32.0
1,4.8,No,5,4,18.0
7,4.2,Yes,5,3,29.0
6,5.3,Yes,5,7,41.0
4,5.6,Yes,8,8,37.0
7,8.9,Yes,9,2,85.0
3,8.3,No,6,3,67.0
1,6.1,Yes,4,0,30.0
4,8.5,Yes,7,2,69.0
3,6.5,Yes,9,9,43.0
1,9.7,No,5,4,72.0
2,6.7,No,8,7,47.0
5,8.4,Yes,5,0,69.0
8,5.3,Yes,9,0,48.0
1,4.8,No,7,2,20.0
4,9.0,Yes,4,8,73.0
4,6.5,No,5,8,49.0
5,4.1,Yes,8,0,26.0
7,5.0,Yes,8,3,44.0
8,5.6,No,6,7,49.0
6,7.3,Yes,8,1,61.0
1,5.8,Yes,6,3,28.0
7,7.8,Yes,4,6,74.0
3,5.7,No,7,6,33.0
6,5.2,No,6,4,42.0
8,4.4,Yes,5,6,39.0
7,8.9,Yes,9,5,82.0
6,6.2,Yes,5,1,48.0
9,9.7,Yes,7,8,95.0
9,9.5,No,8,4,92.0
1,6.3,No,9,1,36.0
1,6.8,No,5,5,37.0
1,8.7,Yes,9,9,65.0
8,8.6,Yes,6,4,82.0
7,4.7,No,7,1,37.0
3,6.5,Yes,5,9,45.0
2,5.4,Yes,8,9,34.0
4,9.6,No,9,6,78.0
3,4.0,Yes,8,9,18.0
7,6.7,No,9,1,59.0
8,8.8,Yes,5,6,82.0
6,8.6,Yes,7,5,75.0
3,8.5,Yes,4,3,65.0
6,5.3,Yes,5,3,40.0
2,8.1,Yes,8,5,60.0
7,7.3,No,4,8,67.0
7,9.8,No,7,9,95.0
4,7.0,Yes,8,5,56.0
8,4.5,Yes,7,5,35.0
4,8.8,No,9,0,73.0
7,4.4,No,5,4,37.0
4,7.0,Yes,7,0,53.0
5,7.6,No,8,8,62.0
7,5.4,No,5,9,44.0
3,5.4,No,8,3,36.0
5,9.1,Yes,8,1,76.0
3,8.2,No,4,8,60.0
5,4.4,No,6,5,28.0
3,6.7,No,7,9,48.0
7,7.2,No,7,2,62.0
1,5.0,Yes,4,1,19.0
9,8.2,No,9,5,80.0
9,4.5,No,7,9,46.0
5,6.2,No,4,5,47.0
9,7.9,Yes,7,8,79.0
6,4.1,Yes,7,4,27.0
5,5.4,Yes,8,8,43.0
3,6.2,No,4,4,43.0
8,6.1,No,9,1,56.0
4,4.8,No,7,0,27.0
3,8.6,Yes,9,8,70.0
6,7.9,No,6,9,70.0
8,6.9,No,4,6,61.0
9,5.5,Yes,4,2,53.0
6,9.8,No,4,5,87.0
5,8.5,No,8,9,68.0
2,8.6,Yes,4,3,61.0
2,9.1,Yes,8,8,70.0
9,6.9,Yes,6,1,65.0
2,8.4,Yes,5,3,61.0
2,4.8,Yes,8,0,27.0
3,4.0,No,7,6,22.0
3,9.8,Yes,4,3,81.0
4,7.7,No,5,4,60.0
7,4.7,No,8,0,41.0
9,9.8,Yes,9,1,98.0
2,9.8,Yes,9,3,79.0
4,9.1,No,7,1,77.0
9,5.7,No,5,0,51.0
2,6.6,No,6,9,43.0
1,5.7,Yes,8,0,27.0
8,7.1,No,9,5,69.0
9,9.7,Yes,9,1,98.0
7,8.8,No,8,2,80.0
8,7.1,No,9,4,68.0
4,9.2,No,6,2,76.0
4,8.7,Yes,9,5,72.0
2,8.4,Yes,8,6,64.0
8,9.3,No,4,9,87.0
2,7.5,No,9,5,53.0
9,7.5,No,8,1,71.0
4,6.0,Yes,4,8,40.0
1,8.5,Yes,9,1,58.0
4,7.1,Yes,9,5,55.0
3,7.0,Yes,8,8,50.0
6,7.6,Yes,7,8,64.0
7,5.5,No,7,1,44.0
8,8.5,No,5,8,79.0
2,8.5,No,7,7,65.0
6,5.3,Yes,6,6,37.0
6,9.6,No,5,7,85.0
5,6.3,Yes,7,9,48.0
7,6.4,Yes,4,7,55.0
3,8.5,No,8,0,64.0
4,9.0,No,7,8,74.0
9,7.4,Yes,4,5,67.0
4,5.6,Yes,5,0,38.0
3,8.5,No,8,0,65.0
2,8.1,Yes,7,6,60.0
5,8.4,Yes,5,9,72.0
4,9.3,Yes,7,1,73.0
8,4.3,No,5,5,34.0
7,5.0,Yes,7,4,45.0
6,8.6,Yes,4,4,75.0
2,5.4,Yes,6,9,28.0
3,6.9,Yes,4,5,48.0
9,6.3,Yes,8,7,64.0
9,4.1,Yes,7,4,42.0
5,8.2,Yes,6,7,72.0
3,7.3,No,6,4,52.0
2,6.2,No,8,9,40.0
8,7.0,No,8,5,61.0
6,7.6,Yes,6,7,66.0
7,5.2,No,8,1,43.0
1,7.2,No,8,6,49.0
1,4.6,Yes,7,2,16.0
2,7.1,No,4,8,46.0
3,4.6,Yes,9,9,28.0
1,8.1,Yes,5,6,57.0
5,7.7,Yes,6,2,62.0
3,9.1,No,5,7,76.0
1,8.3,Yes,6,9,56.0
8,5.2,No,6,1,44.0
6,6.3,Yes,4,9,49.0
9,6.7,Yes,6,7,64.0
3,7.1,No,6,6,52.0
9,8.2,Yes,4,4,79.0
9,5.7,No,8,3,52.0
1,7.3,Yes,9,9,52.0
3,8.7,Yes,5,9,71.0
6,7.3,Yes,6,0,59.0
8,9.0,Yes,4,3,90.0
4,7.7,Yes,6,5,58.0
5,4.0,Yes,4,5,25.0
9,8.2,Yes,5,1,78.0
6,8.9,Yes,7,8,77.0
7,8.1,No,8,0,73.0
7,7.0,No,7,3,61.0
4,8.9,No,4,3,71.0
4,9.9,Yes,6,1,82.0
4,4.0,No,8,7,25.0
5,9.0,No,5,1,76.0
5,5.5,Yes,9,1,39.0
8,9.7,No,8,1,91.0
9,7.8,Yes,6,0,73.0
2,5.4,No,7,4,34.0
7,7.2,No,4,3,64.0
1,6.2,No,7,1,36.0
1,9.2,No,8,0,67.0
4,8.0,No,9,0,63.0
7,7.3,Yes,6,1,64.0
2,5.6,No,4,0,29.0
2,6.4,Yes,6,8,41.0
1,9.5,No,6,1,70.0
2,8.1,Yes,9,2,57.0
7,4.5,No,8,8,36.0
9,7.0,No,7,4,67.0
6,4.4,No,6,7,29.0
2,7.9,No,6,6,58.0
9,7.9,No,6,5,77.0
7,6.9,Yes,4,1,60.0
1,4.4,No,6,3,16.0
9,5.1,No,6,8,50.0
2,4.6,Yes,8,6,25.0
4,8.4,No,6,2,68.0
9,5.2,No,9,5,52.0
4,8.8,No,9,7,72.0
3,4.3,No,6,7,21.0
1,8.9,No,9,7,63.0
7,8.1,Yes,8,7,74.0
6,4.2,No,4,9,24.0
4,5.1,Yes,9,5,33.0
6,4.0,No,9,9,29.0
6,6.6,No,7,2,53.0
4,8.2,Yes,8,8,68.0
6,8.9,No,9,2,75.0
8,5.2,No,4,3,41.0
3,5.6,Yes,7,9,34.0
4,4.7,No,6,0,29.0
1,7.1,No,8,1,44.0
4,5.9,Yes,9,5,42.0
9,9.0,Yes,6,0,90.0
8,5.6,No,8,8,52.0
4,7.3,No,7,7,55.0
7,7.4,No,9,1,63.0
3,7.4,Yes,4,1,56.0
9,7.7,Yes,8,7,76.0
4,8.1,No,4,7,62.0
2,6.3,No,6,0,39.0
5,9.3,No,6,4,78.0
2,5.7,Yes,7,1,35.0
6,8.9,Yes,7,0,74.0
1,8.5,Yes,5,2,58.0
6,8.7,No,5,2,72.0
4,7.8,No,7,9,62.0
3,7.2,No,9,8,52.0
2,8.8,Yes,6,9,65.0
7,6.2,No,4,0,50.0
9,6.4,Yes,7,1,61.0
3,7.6,No,9,8,57.0
6,6.6,Yes,4,4,51.0
9,4.0,No,5,8,37.0
2,6.0,No,4,5,40.0
7,9.8,Yes,7,9,91.0
5,8.8,No,6,9,77.0
5,4.9,Yes,7,2,31.0
7,7.0,No,8,7,61.0
9,8.3,No,9,8,85.0
4,6.4,No,9,1,47.0
9,5.9,Yes,9,8,57.0
9,9.6,No,8,3,95.0
4,4.1,Yes,8,7,23.0
3,9.4,No,6,4,74.0
2,8.7,No,9,5,67.0
9,5.4,Yes,7,3,52.0
2,6.7,No,8,4,50.0
6,5.2,No,7,0,38.0
5,8.9,Yes,5,2,76.0
5,9.9,Yes,9,3,88.0
4,9.1,No,8,0,73.0
6,9.3,Yes,8,2,81.0
5,5.3,Yes,6,3,41.0
4,8.9,No,7,8,72.0
9,4.1,Yes,6,2,39.0
6,7.3,Yes,6,2,62.0
3,7.4,No,7,3,54.0
6,7.6,Yes,5,8,68.0
1,6.4,Yes,7,8,40.0
5,8.7,No,5,0,72.0
6,9.3,No,6,7,83.0
8,5.4,Yes,5,9,49.0
9,5.1,No,9,0,47.0
